Id,Start time,Completion time,Email,Name,Language,Koliko ste stari?,Ozna?ite spol.,"Na kateri fakulteti študirate? (Študenti interdisciplinarnih programov, ki potekajo na ve?ih fakultetah, ozna?ite poljubno fakulteto.)",Na kateri stopnji študija ste trenutno?,Katere znamke telefon trenutno primarno uporabljate?,Kolikšna je bila cena telefona iz prejšnjega vprašanja ob nakupu?,Katerega leta ste kupili vaš trenutni primarni telefon?,Kdaj imate namen vaš trenutni primarni telefon zamenjati?,"Zakaj ste zamenjali vaš prejšnji telefon) (?e niste popolnoma prepri?ani, navedite najverjetnejši vzrok.)",Kaj ste naredili z vašim prejšnjim telefonom po zamenjavi?,Koliko odsluženih telefonov imate trenutno spravljenih doma?,"Zakaj ste izbrali tak na?in odvrženja odslužene naprave? (Izberite vse, kar velja.)",Ali ste pred reševanjem te ankete že slišali za odpadno elektri?no in elektronsko opremo (t. i. e-odpadke)?,"Kaj od naštetega, po vašem mnenju, spada med e-odpadke?","Kaj je, po vašem mnenju, glavni razlog, da študenti starih telefonov ne odvržejo v zbirališ?a za e-odpadke?","Kako bi, po vašem mnanju, lahko k izboljšanju znanja o e-odpadkih in pravilnem odvrženju starih telefonov pripomogla vaša fakulteta oz. univerza?"
80,12/21/2025 12:10,12/21/2025 12:15,anonymous,,Slovenš?ina,26,Ne želim odgovoriti.,Fakulteta za matematiko in fiziko,Doktorski študij (Doktorat),Xiaomi,Med 400€ in 600€.,2025,Leta 2028,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,Rezervna naprava.,"Ne vem, kak poster? Sicer ne vem, ?e je univerza tista, ki mora skrbeti za to."
81,12/21/2025 11:59,12/21/2025 12:17,anonymous,,Slovenš?ina,21,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Poco (smzdi podpotjetje od Xiaomi),Med 200€ in 400€.,2021,Nimam ga namena zamenjati dokler deluje.,"slaba baterija, po?asno delovanje, premalo spomina, premajhen zaslon",Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,za?asni backup ?e komu crkne telefon (?eprav lahko gledaš kako padajo procenti baterije);,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,,nemore. saj je odvisno od samega osebka kaksno izbiro naredi.
82,12/21/2025 12:38,12/21/2025 12:40,anonymous,,Slovenš?ina,21,Ženska,Fakulteta za matematiko in fiziko,Dodiplomski študij,Apple,Med 200€ in 400€.,2021,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,"Ce ti trenutni telefon nenadoma neha delati, da imas rezervo, ?e je sila.",
83,12/21/2025 12:45,12/21/2025 12:47,anonymous,,Slovenš?ina,19,Ženska,Fakulteta za matematiko in fiziko,Dodiplomski študij,Samsung,Med 400€ in 600€.,2023,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Pomanjkanje ozaveš?enosti.;Pomanjkanje primernih odlagališ? v moji bližini.;Skrb glede varnosti osebnih podatkov.;,Da,Nisem prepri?an/-a;,,
84,12/21/2025 12:55,12/21/2025 12:56,anonymous,,English (United Kingdom)?,23,Moški,Fakulteta za matematiko in fiziko,Podiplomski študij (Magisterij),Apple,Med 400€ in 600€.,2024,Nimam ga namena zamenjati dokler deluje.,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;,Da,Pametni telefoni;Baterije;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,,
85,12/21/2025 12:58,12/21/2025 13:01,anonymous,,Slovenš?ina,21,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Google,Med 600€ in 800€.,2021,Leta 2027,vse našteto,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;,Ker je dobro imeti back-up telefon ?e se primernemu kaj zgodi ,predavanje na to temo
86,12/21/2025 13:01,12/21/2025 13:04,anonymous,,Slovenš?ina,19,Ženska,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Samsung,Manj kot 200€.,2024,Nimam ga namena zamenjati dokler deluje.,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Pomanjkanje primernih odlagališ? v moji bližini.;Pomanjkanje ozaveš?enosti.;Udobje / priro?nost.;,Ne,Pametni telefoni;Baterije;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;Polnilniki in kabli;,Premajhna ozaveš?enost.,
87,12/21/2025 12:59,12/21/2025 13:09,anonymous,,Slovenš?ina,21,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Samsung,Med 400€ in 600€.,2022,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;Nisem prepri?an/-a;,,
88,12/21/2025 13:08,12/21/2025 13:10,anonymous,,Slovenš?ina,20,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Xiaomi,Med 200€ in 400€.,2025,Nimam ga namena zamenjati dokler deluje.,Slaba baterija.,Podaril/-a sem ga prijateljem ali družinskim ?lanom.,,Finan?na korist.;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,Lenoba ,
89,12/21/2025 13:13,12/21/2025 13:15,anonymous,,English (United Kingdom)?,22,Ženska,Fakulteta za matematiko in fiziko,Dodiplomski študij,Apple,Med 400€ in 600€.,2020,Nimam ga namena zamenjati dokler deluje.,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Okoljska odgovornost.;Pomanjkanje ozaveš?enosti.;Pomanjkanje primernih odlagališ? v moji bližini.;Udobje / priro?nost.;,Da,Pametni telefoni;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,I dont know,Put up a poster
90,12/21/2025 13:28,12/21/2025 13:34,anonymous,,English (United Kingdom)?,19,Ženska,Fakulteta za matematiko in fiziko,Dodiplomski študij,Apple,Ve? kot 1000€.,2025,Leta 2027,Želim novejši model.,Prodal/-a sem ga trgovini.,,Finan?na korist.;Udobje / priro?nost.;Okoljska odgovornost.;,Da,Pametni telefoni;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;Baterije;,they might not be informed about that option enough ,Presentations on the topic
91,12/21/2025 13:45,12/21/2025 13:47,anonymous,,Slovenš?ina,22,Moški,Fakulteta za matematiko in fiziko,Dodiplomski študij,Nothing,Med 200€ in 400€.,2025,Nimam ga namena zamenjati dokler deluje.,Vse od zgoraj naštetega,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Pomanjkanje primernih odlagališ? v moji bližini.;Udobje / priro?nost.;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;,Odro?nost,Zbirnik z ate naprave
92,12/21/2025 13:55,12/21/2025 13:58,anonymous,,Slovenš?ina,23,Moški,Fakulteta za matematiko in fiziko,Podiplomski študij (Magisterij),Sony,Med 200€ in 400€.,2022,Nimam ga namena zamenjati dokler deluje.,Želim novejši model.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Stari telefon ob?asno še uporabljam. Recimo za spletno banko.;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,Ker od tega nimajo neposredne koristi.,"Ozaveš?enje o odportokodni programski opremi, ki omogo?a dolgotrajnejšo uporabo naprav."
93,12/21/2025 14:16,12/21/2025 14:19,anonymous,,Slovenš?ina,19 let,Moški,Fakulteta za matematiko in fiziko,Dodiplomski študij,Samsung,Manj kot 200€.,2021,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,"Še vedno deluje, pa ?eprav slabo.;",Da,Pametni telefoni;Baterije;Prenosni in tabli?ni ra?unalniki;,"To, da ni rutinsko.",Nikakor.
94,12/21/2025 14:15,12/21/2025 14:21,anonymous,,English (United Kingdom)?,19,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Samsung,Med 400€ in 600€.,2023,Nimam ga namena zamenjati dokler deluje.,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",I disassembled it at home and try to fix it myself.,,Learning;,Da,Pametni telefoni;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;Baterije;Polnilniki in kabli;,"Most of the time they just resell it (iPhone users), others aren't really aware where e-waste collection points are.",Have the e-waste bin in a visible and open area.
95,12/21/2025 16:27,12/21/2025 16:28,anonymous,,Slovenš?ina,20,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Apple,Med 200€ in 400€.,2023,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;,Da,Pametni telefoni;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;,,
96,12/21/2025 17:28,12/21/2025 17:33,anonymous,,Slovenš?ina,27,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Realme,Med 200€ in 400€.,2023,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Pomanjkanje primernih odlagališ? v moji bližini.;Udobje / priro?nost.;,Da,Pametni telefoni;Baterije;Prenosni in tabli?ni ra?unalniki;,"Ker jih ni?? Jaz se nisem slisal za nobeno prirocno lokacijo, na smetisce Cesta dveh cesarjev pa ne bom samo za to hodil","Prosim te lepo, te stvari je treba organizirat na državni ravni, kaj ma faks s tem"
97,12/21/2025 18:31,12/21/2025 18:36,anonymous,,English (United Kingdom)?,22,Moški,Fakulteta za matematiko in fiziko,Dodiplomski študij,Apple,Med 800€ in 1000€.,2024,Leta 2029,Slaba baterija.,Shranil/-a sem ga oziroma obdržal/-a doma.,7 - 10,No special resson;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;,Dont know the reason why would you throw away your devicey,Spread the word about ewaste
98,12/21/2025 19:39,12/21/2025 19:41,anonymous,,Slovenš?ina,20,Ženska,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Xiaomi,Med 600€ in 800€.,2023,Nimam ga namena zamenjati dokler deluje.,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Pomanjkanje primernih odlagališ? v moji bližini.;Pomanjkanje ozaveš?enosti.;,Da,Pametni telefoni;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,,
99,12/21/2025 20:07,12/21/2025 20:10,anonymous,,Slovenš?ina,20,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Samsung,Manj kot 200€.,2020,Nimam ga namena zamenjati dokler deluje.,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Podaril/-a sem ga prijateljem ali družinskim ?lanom.,,Finan?na korist.;Skrb glede varnosti osebnih podatkov.;Udobje / priro?nost.;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,,
100,12/21/2025 20:27,12/21/2025 20:31,anonymous,,English (United Kingdom)?,22,Moški,Fakulteta za matematiko in fiziko,Podiplomski študij (Magisterij),Samsung,Med 600€ in 800€.,2025,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,I still needed it. Some apps didn't transfer their data to the new phone;,Da,Pametni telefoni;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,Not aware,Maybe an email at the start of the year
101,12/21/2025 22:12,12/21/2025 22:19,anonymous,,Slovenš?ina,21,Ženska,Fakulteta za matematiko in fiziko,Dodiplomski študij,Oneplus,Med 200€ in 400€.,2022,Leta 2027,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,Ker smo revni in ga je treba prodat ali pa se nam samo ne da in ta telefon obstaja v najglobjem predalu...,"Plakati, ogladi na druzbenih omrezjih"
102,12/21/2025 22:32,12/21/2025 22:36,anonymous,,English (United Kingdom)?,19,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Samsung,Ve? kot 1000€.,2022,Nimam ga namena zamenjati dokler deluje.,Slaba baterija.,Shranil/-a sem ga oziroma obdržal/-a doma.,4 - 6,Udobje / priro?nost.;Pomanjkanje ozaveš?enosti.;Literally don't know where to dispose of them :);,Ne,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,Don't know where the bins at,"Our favourite professor, Mr. Rr. Vlado ""Vladek"" Stankovski could inform us how to dispose of e-waste properly during his intriguing, highly informative lectures."
103,12/22/2025 7:15,12/22/2025 7:17,anonymous,,Slovenš?ina,24,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Xiaomi,Med 200€ in 400€.,2023,Nimam ga namena zamenjati dokler deluje.,Slaba baterija.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;,Ne,Nisem prepri?an/-a;,,
104,12/22/2025 7:30,12/22/2025 7:32,anonymous,,Slovenš?ina,20,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Apple,Med 800€ in 1000€.,2024,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Podaril/-a sem ga prijateljem ali družinskim ?lanom.,,Finan?na korist.;,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;,,
105,12/22/2025 7:33,12/22/2025 7:36,anonymous,,Slovenš?ina,22,Moški,Fakulteta za matematiko in fiziko,Dodiplomski študij,Oppo,Med 200€ in 400€.,2022,V naslednjem letu (2026).,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;Pomanjkanje primernih odlagališ? v moji bližini.;Pomanjkanje ozaveš?enosti.;Okoljska odgovornost.;,Da,Pametni telefoni;Polnilniki in kabli;Baterije;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;,Manj dela.,DA bo bilje ozaveš?al študentom kam naj jih odvržemo in le to naj bo ?im bolj priro?no.
106,12/22/2025 8:24,12/22/2025 8:27,anonymous,,Slovenš?ina,27,Ne želim odgovoriti.,Fakulteta za ra?unalništvo in informatiko,Podiplomski študij (Magisterij),Google,Med 600€ in 800€.,2024,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,4 - 6,Udobje / priro?nost.,Da,Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;Nisem prepri?an/-a;Pametni telefoni,Priro?no je imeti doma rezervni telefon.,"Z navedbo razloga, zakaj je to smiselno po?eti, zakaj je npr. nevarno imeti doma stvari z napihnjenimi baterijami, kako se tega pravilno lotiti, pa tudi, kaj je prednost lo?evanja telefonov v primerjavi s hranjenjem doma."
107,12/22/2025 8:58,12/22/2025 9:00,anonymous,,Slovenš?ina,22,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Apple,Med 800€ in 1000€.,2025,Nimam ga namena zamenjati dokler deluje.,Slaba baterija.,Prodal/-a sem ga drugi osebi.,,Udobje / priro?nost.;Okoljska odgovornost.;Finan?na korist.,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati,,
108,12/22/2025 12:02,12/22/2025 12:05,anonymous,,Slovenš?ina,21,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Samsung,Med 400€ in 600€.,2023,V naslednji 6 mesecih.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,4 - 6,Udobje / priro?nost.,Ne,Pametni telefoni;Baterije;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati,odve?no delo,
109,12/22/2025 14:05,12/22/2025 14:08,anonymous,,Slovenš?ina,20,Ne želim odgovoriti.,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Samsung,Med 400€ in 600€.,2022,Nimam ga namena zamenjati dokler deluje.,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Podaril/-a sem ga prijateljem ali družinskim ?lanom.,,Udobje / priro?nost.;Okoljska odgovornost.;Finan?na korist.,Da,Pametni telefoni;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati,,
110,12/22/2025 19:06,12/22/2025 19:08,anonymous,,English (United Kingdom)?,19,Moški,Fakulteta za matematiko in fiziko,Dodiplomski študij,Samsung,Med 400€ in 600€.,2023,Nimam ga namena zamenjati dokler deluje.,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Shranil/-a sem ga oziroma obdržal/-a doma.,7 - 10,Udobje / priro?nost.;Pomanjkanje primernih odlagališ? v moji bližini.,Da,Pametni telefoni;Prenosni in tabli?ni ra?unalniki;Polnilniki in kabli,You may need the old phone for something in the future,Why is it their problem?
111,12/22/2025 21:20,12/22/2025 21:24,anonymous,,Slovenš?ina,24,Ženska,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Samsung,Ve? kot 1000€.,2025,Nimam ga namena zamenjati dokler deluje.,Varnoste/sistemske posodobitve niso ve? na voljo.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati,Prevoz.,Izobraževanja.
112,12/23/2025 16:23,12/23/2025 16:25,anonymous,,Slovenš?ina,21,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Apple,Ve? kot 1000€.,2023,Nimam ga namena zamenjati dokler deluje.,Želim novejši model.,Podaril/-a sem ga prijateljem ali družinskim ?lanom.,,Udobje / priro?nost.;Okoljska odgovornost.,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati,nismo dovolj ozaveš?eni kje in kako se e-odpadke pravilno odvrže,Informacijska kampanja
113,12/23/2025 22:37,12/23/2025 22:41,anonymous,,Slovenš?ina,22,Ženska,Fakulteta za matematiko in fiziko,Dodiplomski študij,Apple,Med 200€ in 400€.,2020,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;Pomanjkanje ozaveš?enosti.,Da,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati,Premajhna osveš?enost in lenoba,Zbiranje odpadkov neposredno na fakulteti
114,12/29/2025 1:36,12/29/2025 1:38,anonymous,,English (United Kingdom)?,20,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Apple,Med 600€ in 800€.,2020,Nimam ga namena zamenjati dokler deluje.,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Shranil/-a sem ga oziroma obdržal/-a doma.,4 - 6,Udobje / priro?nost.,Da,Pametni telefoni;Prenosni in tabli?ni ra?unalniki,,Add ewaste bins to faculty 
115,12/29/2025 16:31,12/29/2025 16:35,anonymous,,Slovenš?ina,20,Ženska,Fakulteta za matematiko in fiziko,Dodiplomski študij,Xiaomi,Med 200€ in 400€.,Pred letom 2020.,V naslednjem letu (2026).,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.,Da,Pametni telefoni;Baterije;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati;Polnilniki in kabli,"Stari telefon še potrebujejo zaradi shranjenih podatkov, ne vejo kam ga odpeljati/odlagališ?e je predale?.","Izobraževanja, možnost odlaganja e-odpadkov na univerzi."
116,12/29/2025 17:17,12/29/2025 17:21,anonymous,,Slovenš?ina,20,Moški,Fakulteta za matematiko in fiziko,Dodiplomski študij,Samsung,Ve? kot 1000€.,2024,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Podaril/-a sem ga prijateljem ali družinskim ?lanom.,,Udobje / priro?nost.;Finan?na korist.,Ne,Pametni telefoni;Baterije;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati,Shranijo si ga doma v poljubni predal/dajo ga naprej družinskim ?lanom. ,
117,1/1/2026 20:07,1/1/2026 20:24,anonymous,,Slovenš?ina,22,Moški,Fakulteta za matematiko in fiziko,Dodiplomski študij,Huawei,Manj kot 200€.,Pred letom 2020.,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,"Udobje / priro?nost.;Najprej so bili to moji rezervni telefoni, a v resnici se potem nisem ve? ukvarjal z njimi.",Da,Pametni telefoni;Baterije;Prenosni in tabli?ni ra?unalniki;Polnilniki in kabli;Gospodinjski elektri?ni aparati,"?e ?rpam iz osebne izkušnje, potem je to shranjevanje starih telefonov ""za rezervo"", ki pa je nikoli ne uporabimo. Kasneje pa nimamo volje, da bi z njimi kaj storili.","Plakati, obštudijske delavnice, zbiralne akcije, ozaveš?anje ... morda bi bila dobra ideja tudi ""kavcija"" za telefone (ideja za višje instance)."
118,1/2/2026 14:55,1/2/2026 14:58,anonymous,,English (United Kingdom)?,21,Moški,Fakulteta za ra?unalništvo in informatiko,Dodiplomski študij,Samsung,Med 200€ in 400€.,2025,Nimam ga namena zamenjati dokler deluje.,Po?asno delovanje / zastarelost.,Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.,Da,Baterije;Pametni telefoni;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati,Probably data or convinience personally I kept it so I can use it in my projects and homelab,Mention it in a lecture
119,1/5/2026 12:52,1/5/2026 12:56,anonymous,,Slovenš?ina,22,Moški,Fakulteta za matematiko in fiziko,Dodiplomski študij,Samsung,Med 200€ in 400€.,2022,Nimam ga namena zamenjati dokler deluje.,"Nepopravljive poškodbe ali poškodbe, ki so predrage za popravilo.",Shranil/-a sem ga oziroma obdržal/-a doma.,1 - 3,Udobje / priro?nost.;Pomanjkanje ozaveš?enosti.,Ne,Pametni telefoni;Baterije;Polnilniki in kabli;Prenosni in tabli?ni ra?unalniki;Gospodinjski elektri?ni aparati,Se jim ne da,Da jim da en pir ko prinesejo telefon.
