column,answer,timestamp
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),"Kakšna domača naprava, mogoče imessage server ali kamera ipd",2025/11/04 2:29:44 pop. GMT +1
"Dodatne informacije, ki bi jih želeli deliti (npr. zamenjal bom baterijo in telefon še naprej uporabljal, …)
(Additional information you would like to share — e.g., I will replace the battery and continue using the phone)",Najverjetneje bom menjal baterijo preden tega zamenjam,2025/11/04 2:29:44 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),"Fakulteta za elektrotehniko, računalništvo in informatiko (Faculty of Electrical Engineering and Computer Science) UM",2025/11/04 2:30:15 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).1,Računalništvo in informacijske tehnologije Uni (Computer and Information Technologies),2025/11/04 2:30:15 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 2:30:15 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 2:30:15 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 2:33:12 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 2:33:12 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),"Slaba baterija, nedelujoč zvočnik, počasno delovanje, napaka pri polnjenju",2025/11/04 2:33:12 pop. GMT +1
"Dodatne informacije, ki bi jih želeli deliti (npr. zamenjal bom baterijo in telefon še naprej uporabljal, …)
(Additional information you would like to share — e.g., I will replace the battery and continue using the phone)","Naročil sem novo baterijo za telefon, tako da jo bom zamenjal kot zadnje upanje za telefon:)",2025/11/04 2:33:12 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 2:40:23 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Visokošolski strokovni študijski program APLIKATIVNA FIZIKA (prej Fizikalna merilna tehnika) (Higher Professional Study Program APPLIED PHYSICS (formerly Physical Measurement Technology)),2025/11/04 2:40:23 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 2:40:23 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 2:40:23 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 2:40:23 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 2:46:57 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 2:46:57 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 2:46:57 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 2:46:57 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),"Fakulteta za elektrotehniko, računalništvo in informatiko (Faculty of Electrical Engineering and Computer Science) UM",2025/11/04 2:51:01 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).1,Računalništvo in informacijske tehnologije Mag (Computer and Information Technologies),2025/11/04 2:51:01 pop. GMT +1
Kolikšna je bila cena telefona ob nakupu? (What was the price of the phone when you bought it?),Ne vem / prejel_a sem ga kot darilo (I don’t know / received it as a gift),2025/11/04 2:51:01 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 2:51:01 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 2:51:01 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),"Fakulteta za elektrotehniko, računalništvo in informatiko (Faculty of Electrical Engineering and Computer Science) UM",2025/11/04 2:53:58 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).1,Računalništvo in informacijske tehnologije Mag (Computer and Information Technologies),2025/11/04 2:53:58 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Podaril_a družinskemu članu / prijatelju (Give it to a family member/friend),2025/11/04 2:53:58 pop. GMT +1
Zakaj ste zamenjali prejšnji telefon? (Why did you replace your previous phone?),Prejšnji telefon ni bil dovolj zmogljiv in ponujal željenih funkcionalnosti,2025/11/04 2:53:58 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 3:04:02 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 3:04:02 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 3:04:02 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 3:04:02 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 3:04:31 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Magistrski študijski program MATEMATIKA (Master’s Study Program MATHEMATICS),2025/11/04 3:04:31 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 3:04:31 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 3:04:31 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 3:04:31 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 3:04:31 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 3:05:47 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 3:05:47 pop. GMT +1
Kolikšna je bila cena telefona ob nakupu? (What was the price of the phone when you bought it?),Ne vem / prejel_a sem ga kot darilo (I don’t know / received it as a gift),2025/11/04 3:05:47 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 3:05:47 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 3:05:47 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 3:11:01 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 3:11:01 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Podaril_a družinskemu članu / prijatelju (Give it to a family member/friend),2025/11/04 3:11:01 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 3:11:01 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 3:12:11 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 3:12:11 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 3:12:11 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 3:12:11 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 3:12:11 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 3:12:11 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 3:13:01 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 3:13:01 pop. GMT +1
Kolikšna je bila cena telefona ob nakupu? (What was the price of the phone when you bought it?),Ne vem / prejel_a sem ga kot darilo (I don’t know / received it as a gift),2025/11/04 3:13:01 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 3:13:01 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 3:13:01 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 3:13:01 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 3:13:01 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),"Fakulteta za elektrotehniko, računalništvo in informatiko (Faculty of Electrical Engineering and Computer Science) UM",2025/11/04 3:15:14 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).1,Računalništvo in informacijske tehnologije Uni (Computer and Information Technologies),2025/11/04 3:15:14 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 3:15:14 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 3:15:14 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Podaril_a družinskemu članu / prijatelju (Give it to a family member/friend),2025/11/04 3:15:14 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 3:15:14 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 3:58:16 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 3:58:16 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 3:58:16 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 3:58:16 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),"Fakulteta za elektrotehniko, računalništvo in informatiko (Faculty of Electrical Engineering and Computer Science) UM",2025/11/04 4:03:03 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).1,Računalništvo in informacijske tehnologije Mag (Computer and Information Technologies),2025/11/04 4:03:03 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 4:03:03 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 4:03:03 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),"Fakulteta za elektrotehniko, računalništvo in informatiko (Faculty of Electrical Engineering and Computer Science) UM",2025/11/04 4:03:50 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).1,Računalništvo in informacijske tehnologije Mag (Computer and Information Technologies),2025/11/04 4:03:50 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 4:03:50 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Podaril_a družinskemu članu / prijatelju (Give it to a family member/friend),2025/11/04 4:03:50 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),"Fakulteta za elektrotehniko, računalništvo in informatiko (Faculty of Electrical Engineering and Computer Science) UM",2025/11/04 4:15:21 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).1,Računalništvo in informacijske tehnologije Uni (Computer and Information Technologies),2025/11/04 4:15:21 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 4:15:21 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 4:15:21 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),"Fakulteta za elektrotehniko, računalništvo in informatiko (Faculty of Electrical Engineering and Computer Science) UM",2025/11/04 4:15:23 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).1,Računalništvo in informacijske tehnologije Vsš (Computer and Information Technologies),2025/11/04 4:15:23 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 4:15:23 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 4:18:38 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Računalništvo in matematika, interdisciplinarni magistrski program (Computer Science and Mathematics, interdisciplinary master’s program)",2025/11/04 4:18:38 pop. GMT +1
Kolikšna je bila cena telefona ob nakupu? (What was the price of the phone when you bought it?),Ne vem / prejel_a sem ga kot darilo (I don’t know / received it as a gift),2025/11/04 4:18:38 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 4:18:38 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 4:18:38 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 4:18:38 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 4:42:54 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 4:42:54 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 4:42:54 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Oddal_a v reciklažo / zbirni center (Recycle / take to collection center),2025/11/04 4:42:54 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 4:42:54 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 4:49:00 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 4:49:00 pop. GMT +1
Kolikšna je bila cena telefona ob nakupu? (What was the price of the phone when you bought it?),Ne vem / prejel_a sem ga kot darilo (I don’t know / received it as a gift),2025/11/04 4:49:00 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 4:49:00 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 4:54:34 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 4:54:34 pop. GMT +1
Kolikšna je bila cena telefona ob nakupu? (What was the price of the phone when you bought it?),Ne vem / prejel_a sem ga kot darilo (I don’t know / received it as a gift),2025/11/04 4:54:34 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 4:54:34 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 4:54:34 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 4:54:34 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 4:54:34 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 5:16:02 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 5:16:02 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 5:16:02 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 5:16:02 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 5:16:02 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 5:16:02 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 5:35:57 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 5:35:57 pop. GMT +1
Kolikšna je bila cena telefona ob nakupu? (What was the price of the phone when you bought it?),Ne vem / prejel_a sem ga kot darilo (I don’t know / received it as a gift),2025/11/04 5:35:57 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 5:35:57 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 5:35:57 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 5:43:45 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Magistrski študijski program FIZIKA (Master’s Study Program PHYSICS),2025/11/04 5:43:45 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 5:43:45 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 5:43:45 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 5:43:45 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 5:43:45 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 5:57:36 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 5:57:36 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 5:57:36 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 5:57:36 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 5:57:36 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za elektrotehniko (Faculty of Electrical Engineering) UL,2025/11/04 6:17:05 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?),"Elektrotehnika Uni (Electrical Engineering, University)",2025/11/04 6:17:05 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 6:17:05 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 6:17:05 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 6:17:05 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 6:17:15 pop. GMT +1
